id,active_ingredient,brand_name,manufacturer,therapeutic_group,pharmacological_class,drug_type,strength,dosage_form,route,indication,indication_category,side_effects,pregnancy_category,controlled_substance,otc_or_rx,food_interaction,alcohol_interaction,num_ingredients,is_combination_drug
2026,Paracetamol,Ace,Renata,Analgesic,Para-aminophenol,Small molecule,250 mg/5ml,Syrup,IV,Fever,General,Rash,A,No,OTC,0,1,1,0
2027,Azithromycin,Zithromax,Pfizer,Antibiotic,Macrolide,Small molecule,200 mg/5ml,Capsule,Oral,Respiratory infection,Infectious,Diarrhea,B,No,RX,0,0,1,0
2028,Ciprofloxacin,Ciprosin,Bayer,Antibiotic,Fluoroquinolone,Small molecule,250 mg,Tablet,Oral,Infection,Infectious,Nausea,C,No,RX,1,0,1,0
2029,Salbutamol,Brodil,Incepta,Bronchodilator,Beta-2 agonist,Small molecule,4 mg,Syrup,Inhalation,Bronchospasm,Respiratory,Tachycardia,C,No,RX,0,0,1,0
2030,Metformin,Glucophage,Beximco,Antidiabetic,Biguanide,Small molecule,500 mg,Capsule,Oral,Insulin resistance,Endocrine,Vomiting,B,No,RX,1,1,1,0
2031,Paracetamol,Panadol,ACI,Analgesic,Para-aminophenol,Small molecule,250 mg/5ml,Syrup,IV,Fever,General,Rash,A,No,OTC,0,1,1,0
2032,Losartan,Losatin,Novartis,Antihypertensive,ARB,Small molecule,100 mg,Tablet,Oral,Heart failure,Cardiovascular,Dizziness,D,No,RX,0,1,1,0
2033,Azithromycin,Zimax,Incepta,Antibiotic,Macrolide,Small molecule,200 mg/5ml,Tablet,Oral,Infection,Infectious,Nausea,B,No,RX,0,0,1,0
2034,Omeprazole,Seclo,Square,Antacid,Proton pump inhibitor,Small molecule,20 mg,Tablet,Oral,Peptic ulcer,Gastrointestinal,Nausea,C,No,OTC,1,0,1,0
2035,Azithromycin,Zimax,Square,Antibiotic,Macrolide,Small molecule,250 mg,Syrup,Oral,Skin infection,Infectious,Vomiting,B,No,RX,0,0,1,0
2036,Ibuprofen,Nurofen,Square,Analgesic,NSAID,Small molecule,200 mg,Syrup,Oral,Fever,General,Dizziness,D,No,OTC,1,1,1,0
2037,Amlodipine,Amcard,Pfizer,Antihypertensive,Calcium channel blocker,Small molecule,5 mg,Capsule,Oral,Coronary artery disease,Cardiovascular,Flushing,C,No,RX,1,1,1,0
2038,Losartan,Losartan-MSD,Square,Antihypertensive,ARB,Small molecule,50 mg,Tablet,Oral,Heart failure,Cardiovascular,Hyperkalemia,D,No,RX,0,1,1,0
2039,Salbutamol,Ventolin,ACI,Bronchodilator,Beta-2 agonist,Small molecule,100 mcg/dose,Tablet,Inhalation,Bronchospasm,Respiratory,Palpitation,C,No,RX,0,0,1,0
2040,Amlodipine,Amlogard,Beximco,Antihypertensive,Calcium channel blocker,Small molecule,2.5 mg,Capsule,Oral,Angina,Cardiovascular,Edema,C,No,RX,1,1,1,0
2041,Azithromycin,Zithromax,Incepta,Antibiotic,Macrolide,Small molecule,200 mg/5ml,Capsule,Oral,Skin infection,Infectious,Vomiting,B,No,RX,0,0,1,0
2042,Cetirizine,Alatrol,Square,Antihistamine,H1 antagonist,Small molecule,5 mg,Tablet,Oral,Allergy,General,Drowsiness,B,No,OTC,0,1,1,0
2043,Fluoxetine,Depzac,Eli Lilly,Antidepressant,SSRI,Small molecule,20 mg,Tablet,Oral,Panic disorder,Neurological,Headache,C,No,RX,0,1,1,0
2044,Amoxicillin + Clavulanate,Amoclav,Beximco,Antibiotic,Beta-lactam + Beta-lactamase inhibitor,Small molecule,625 mg,Syrup,Oral,Infection,Infectious,Diarrhea,B,No,RX,0,0,2,1
2045,Metformin,Obimet,ACI,Antidiabetic,Biguanide,Small molecule,1000 mg,Capsule,Oral,Insulin resistance,Endocrine,Nausea,B,No,RX,1,1,1,0
2046,Omeprazole,Prilosec,AstraZeneca,Antacid,Proton pump inhibitor,Small molecule,10 mg,Injection,IV,Peptic ulcer,Gastrointestinal,Diarrhea,C,No,OTC,1,0,1,0
2047,Lisinopril,Listril,Square,Antihypertensive,ACE inhibitor,Small molecule,10 mg,Tablet,Oral,Hypertension,Cardiovascular,Hyperkalemia,D,No,RX,0,1,1,0
2048,Metformin,Glycomet,Beximco,Antidiabetic,Biguanide,Small molecule,1000 mg,Tablet,Oral,Insulin resistance,Endocrine,Vomiting,B,No,RX,1,1,1,0
2049,Amlodipine,Amdocal,Renata,Antihypertensive,Calcium channel blocker,Small molecule,5 mg,Tablet,Oral,Hypertension,Cardiovascular,Headache,C,No,RX,1,1,1,0
2050,Insulin Glargine,Basalin,Beximco,Antidiabetic,Long-acting insulin,Biologic,100 IU/ml,Injection,Subcutaneous,Diabetes,Endocrine,Weight gain,C,No,RX,1,1,1,0
2051,Fluoxetine,Flutin,Square,Antidepressant,SSRI,Small molecule,20 mg,Tablet,Oral,Depression,Neurological,Headache,C,No,RX,0,1,1,0
2052,Amoxicillin + Clavulanate,Augmentin,GSK,Antibiotic,Beta-lactam + Beta-lactamase inhibitor,Small molecule,625 mg,Tablet,Oral,Sinusitis,Infectious,Vomiting,B,No,RX,0,0,2,1
2053,Metformin,Obimet,Square,Antidiabetic,Biguanide,Small molecule,1000 mg,Capsule,Oral,Diabetes,Endocrine,Diarrhea,B,No,RX,1,1,1,0
2054,Paracetamol,Ace,Square,Analgesic,Para-aminophenol,Small molecule,250 mg/5ml,Capsule,Oral,Pain,General,Nausea,A,No,OTC,0,1,1,0
2055,Metformin,Formet,Square,Antidiabetic,Biguanide,Small molecule,1000 mg,Capsule,Oral,Diabetes,Endocrine,Diarrhea,B,No,RX,1,1,1,0
2056,Losartan,Losatin,Square,Antihypertensive,ARB,Small molecule,50 mg,Tablet,Oral,Hypertension,Cardiovascular,Hyperkalemia,D,No,RX,0,1,1,0
2057,Omeprazole,Losectil,AstraZeneca,Antacid,Proton pump inhibitor,Small molecule,10 mg,Capsule,Oral,GERD,Gastrointestinal,Abdominal pain,C,No,OTC,1,0,1,0
2058,Azithromycin,Zithromax,Square,Antibiotic,Macrolide,Small molecule,250 mg,Tablet,Oral,Respiratory infection,Infectious,Vomiting,B,No,RX,0,0,1,0
2059,Cetirizine,Zyrtec,Incepta,Antihistamine,H1 antagonist,Small molecule,10 mg,Syrup,Oral,Urticaria,General,Fatigue,B,No,OTC,0,1,1,0
2060,Omeprazole,Omepra,Incepta,Antacid,Proton pump inhibitor,Small molecule,10 mg,Injection,Oral,Peptic ulcer,Gastrointestinal,Nausea,C,No,OTC,1,0,1,0
2061,Metformin,Glucophage,Square,Antidiabetic,Biguanide,Small molecule,500 mg,Capsule,Oral,Diabetes,Endocrine,Diarrhea,B,No,RX,1,1,1,0
2062,Amlodipine,Amcard,Pfizer,Antihypertensive,Calcium channel blocker,Small molecule,2.5 mg,Capsule,Oral,Hypertension,Cardiovascular,Edema,C,No,RX,1,1,1,0
2063,Lisinopril,Prinivil,Merck,Antihypertensive,ACE inhibitor,Small molecule,20 mg,Tablet,Oral,Hypertension,Cardiovascular,Hyperkalemia,D,No,RX,0,1,1,0
2064,Fluoxetine,Depzac,Beximco,Antidepressant,SSRI,Small molecule,40 mg,Tablet,Oral,OCD,Neurological,Dizziness,C,No,RX,0,1,1,0
2065,Losartan,Cozaar,Square,Antihypertensive,ARB,Small molecule,50 mg,Tablet,Oral,Heart failure,Cardiovascular,Hyperkalemia,D,No,RX,0,1,1,0
2066,Salbutamol,Salbu,Square,Bronchodilator,Beta-2 agonist,Small molecule,4 mg,Inhaler,Oral,Asthma,Respiratory,Palpitation,C,No,RX,0,0,1,0
2067,Salbutamol,Brodil,Incepta,Bronchodilator,Beta-2 agonist,Small molecule,4 mg,Inhaler,Inhalation,Bronchospasm,Respiratory,Headache,C,No,RX,0,0,1,0
2068,Paracetamol,Napa,Beximco,Analgesic,Para-aminophenol,Small molecule,250 mg/5ml,Syrup,Oral,Pain,General,Rash,A,No,OTC,0,1,1,0
2069,Cetirizine,Zyrtec,Beximco,Antihistamine,H1 antagonist,Small molecule,10 mg,Capsule,Oral,Allergy,General,Headache,B,No,OTC,0,1,1,0
2070,Amoxicillin + Clavulanate,Augmentin,Incepta,Antibiotic,Beta-lactam + Beta-lactamase inhibitor,Small molecule,375 mg,Syrup,Oral,Sinusitis,Infectious,Diarrhea,B,No,RX,0,0,2,1
2071,Ibuprofen,Advil,ACI,Analgesic,NSAID,Small molecule,600 mg,Capsule,Oral,Inflammation,General,Headache,D,No,OTC,1,1,1,0
2072,Cetirizine,Alatrol,Square,Antihistamine,H1 antagonist,Small molecule,5 mg,Syrup,Oral,Allergic rhinitis,General,Headache,B,No,OTC,0,1,1,0
2073,Atorvastatin,Storvas,Square,Lipid-lowering,Statin,Small molecule,20 mg,Tablet,Oral,Cardiovascular disease prevention,Cardiovascular,Headache,X,No,RX,1,1,1,0
2074,Losartan,Losacar,Novartis,Antihypertensive,ARB,Small molecule,100 mg,Tablet,Oral,Diabetic nephropathy,Cardiovascular,Cough,D,No,RX,0,1,1,0
2075,Lisinopril,Zestril,Merck,Antihypertensive,ACE inhibitor,Small molecule,5 mg,Tablet,Oral,Heart failure,Cardiovascular,Headache,D,No,RX,0,1,1,0
2076,Atorvastatin,Storvas,Beximco,Lipid-lowering,Statin,Small molecule,10 mg,Tablet,Oral,Hypercholesterolemia,Cardiovascular,Headache,X,No,RX,1,1,1,0
2077,Omeprazole,Seclo,Incepta,Antacid,Proton pump inhibitor,Small molecule,10 mg,Injection,IV,Peptic ulcer,Gastrointestinal,Abdominal pain,C,No,OTC,1,0,1,0
2078,Omeprazole,Losectil,ACI,Antacid,Proton pump inhibitor,Small molecule,20 mg,Injection,Oral,Peptic ulcer,Gastrointestinal,Nausea,C,No,OTC,1,0,1,0
2079,Amlodipine,Amcard,Renata,Antihypertensive,Calcium channel blocker,Small molecule,5 mg,Capsule,Oral,Hypertension,Cardiovascular,Headache,C,No,RX,1,1,1,0
2080,Metformin,Glycomet,Beximco,Antidiabetic,Biguanide,Small molecule,850 mg,Capsule,Oral,Diabetes,Endocrine,Diarrhea,B,No,RX,1,1,1,0
2081,Omeprazole,Losectil,Square,Antacid,Proton pump inhibitor,Small molecule,40 mg,Tablet,Oral,Peptic ulcer,Gastrointestinal,Nausea,C,No,OTC,1,0,1,0
2082,Metformin,Formet,Renata,Antidiabetic,Biguanide,Small molecule,850 mg,Capsule,Oral,Diabetes,Endocrine,Abdominal pain,B,No,RX,1,1,1,0
2083,Amoxicillin + Clavulanate,Moxaclave,Incepta,Antibiotic,Beta-lactam + Beta-lactamase inhibitor,Small molecule,375 mg,Syrup,Oral,Infection,Infectious,Vomiting,B,No,RX,0,0,2,1
2084,Ibuprofen,Nurofen,Square,Analgesic,NSAID,Small molecule,600 mg,Syrup,Oral,Pain,General,Gastric irritation,D,No,OTC,1,1,1,0
2085,Azithromycin,Zithromax,Pfizer,Antibiotic,Macrolide,Small molecule,500 mg,Syrup,Oral,Skin infection,Infectious,Diarrhea,B,No,RX,0,0,1,0
2086,Ciprofloxacin,Ciprosin,Bayer,Antibiotic,Fluoroquinolone,Small molecule,250 mg,Tablet,IV,Respiratory infection,Infectious,Headache,C,No,RX,1,0,1,0
2087,Atorvastatin,Atorin,Renata,Lipid-lowering,Statin,Small molecule,80 mg,Tablet,Oral,Cardiovascular disease prevention,Cardiovascular,Myalgia,X,No,RX,1,1,1,0
2088,Atorvastatin,Atocor,Beximco,Lipid-lowering,Statin,Small molecule,10 mg,Tablet,Oral,Cardiovascular disease prevention,Cardiovascular,Headache,X,No,RX,1,1,1,0
2089,Salbutamol,Salbu,Square,Bronchodilator,Beta-2 agonist,Small molecule,100 mcg/dose,Inhaler,Inhalation,COPD,Respiratory,Tachycardia,C,No,RX,0,0,1,0
2090,Atorvastatin,Atocor,Renata,Lipid-lowering,Statin,Small molecule,80 mg,Tablet,Oral,Cardiovascular disease prevention,Cardiovascular,Myalgia,X,No,RX,1,1,1,0
2091,Azithromycin,Zimax,Square,Antibiotic,Macrolide,Small molecule,250 mg,Syrup,Oral,Skin infection,Infectious,Vomiting,B,No,RX,0,0,1,0
2092,Cetirizine,Alatrol,Square,Antihistamine,H1 antagonist,Small molecule,5 mg,Syrup,Oral,Allergy,General,Headache,B,No,OTC,0,1,1,0
2093,Atorvastatin,Atorin,Pfizer,Lipid-lowering,Statin,Small molecule,40 mg,Tablet,Oral,Hypercholesterolemia,Cardiovascular,Diarrhea,X,No,RX,1,1,1,0
2094,Fluoxetine,Depzac,Beximco,Antidepressant,SSRI,Small molecule,40 mg,Capsule,Oral,Panic disorder,Neurological,Insomnia,C,No,RX,0,1,1,0
2095,Metformin,Formet,Incepta,Antidiabetic,Biguanide,Small molecule,850 mg,Capsule,Oral,Diabetes,Endocrine,Nausea,B,No,RX,1,1,1,0
2096,Ibuprofen,Brufen,Incepta,Analgesic,NSAID,Small molecule,600 mg,Capsule,Oral,Inflammation,General,Dizziness,D,No,OTC,1,1,1,0
2097,Metformin,Obimet,Beximco,Antidiabetic,Biguanide,Small molecule,850 mg,Tablet,Oral,Diabetes,Endocrine,Diarrhea,B,No,RX,1,1,1,0
2098,Atorvastatin,Atorin,Renata,Lipid-lowering,Statin,Small molecule,20 mg,Tablet,Oral,Cardiovascular disease prevention,Cardiovascular,Diarrhea,X,No,RX,1,1,1,0
2099,Fluoxetine,Depzac,Renata,Antidepressant,SSRI,Small molecule,10 mg,Capsule,Oral,Panic disorder,Neurological,Insomnia,C,No,RX,0,1,1,0
2100,Azithromycin,Azit,ACI,Antibiotic,Macrolide,Small molecule,200 mg/5ml,Tablet,Oral,Skin infection,Infectious,Nausea,B,No,RX,0,0,1,0
2101,Losartan,Losartan-MSD,MSD,Antihypertensive,ARB,Small molecule,25 mg,Tablet,Oral,Hypertension,Cardiovascular,Dizziness,D,No,RX,0,1,1,0
2102,Ciprofloxacin,Ciprosin,Square,Antibiotic,Fluoroquinolone,Small molecule,250 mg,Syrup,Oral,Infection,Infectious,Diarrhea,C,No,RX,1,0,1,0
2103,Paracetamol,Renova,Square,Analgesic,Para-aminophenol,Small molecule,250 mg/5ml,Capsule,Oral,Fever,General,Nausea,A,No,OTC,0,1,1,0
2104,Cetirizine,Zyrtec,Incepta,Antihistamine,H1 antagonist,Small molecule,10 mg,Capsule,Oral,Allergy,General,Drowsiness,B,No,OTC,0,1,1,0
2105,Salbutamol,Ventolin,Square,Bronchodilator,Beta-2 agonist,Small molecule,4 mg,Inhaler,Inhalation,COPD,Respiratory,Tremor,C,No,RX,0,0,1,0
2106,Ibuprofen,Profen,Incepta,Analgesic,NSAID,Small molecule,600 mg,Syrup,Oral,Fever,General,Dizziness,D,No,OTC,1,1,1,0
2107,Lisinopril,Prinivil,Renata,Antihypertensive,ACE inhibitor,Small molecule,10 mg,Tablet,Oral,Post-MI,Cardiovascular,Headache,D,No,RX,0,1,1,0
2108,Omeprazole,Prilosec,Square,Antacid,Proton pump inhibitor,Small molecule,20 mg,Tablet,Oral,GERD,Gastrointestinal,Diarrhea,C,No,OTC,1,0,1,0
2109,Azithromycin,Zimax,ACI,Antibiotic,Macrolide,Small molecule,200 mg/5ml,Syrup,Oral,Respiratory infection,Infectious,Abdominal pain,B,No,RX,0,0,1,0
2110,Paracetamol,Ace,Incepta,Analgesic,Para-aminophenol,Small molecule,1000 mg,Syrup,IV,Fever,General,Hepatotoxicity (overdose),A,No,OTC,0,1,1,0
2111,Salbutamol,Salbu,Incepta,Bronchodilator,Beta-2 agonist,Small molecule,4 mg,Tablet,Oral,Bronchospasm,Respiratory,Tachycardia,C,No,RX,0,0,1,0
2112,Amlodipine,Amdocal,Beximco,Antihypertensive,Calcium channel blocker,Small molecule,5 mg,Capsule,Oral,Coronary artery disease,Cardiovascular,Headache,C,No,RX,1,1,1,0
2113,Losartan,Losartan-MSD,Square,Antihypertensive,ARB,Small molecule,50 mg,Tablet,Oral,Hypertension,Cardiovascular,Cough,D,No,RX,0,1,1,0
2114,Amlodipine,Norvasc,Beximco,Antihypertensive,Calcium channel blocker,Small molecule,5 mg,Capsule,Oral,Coronary artery disease,Cardiovascular,Headache,C,No,RX,1,1,1,0
2115,Ibuprofen,Brufen,Square,Analgesic,NSAID,Small molecule,200 mg,Tablet,Oral,Pain,General,Dizziness,D,No,OTC,1,1,1,0
2116,Losartan,Losatin,MSD,Antihypertensive,ARB,Small molecule,25 mg,Tablet,Oral,Diabetic nephropathy,Cardiovascular,Fatigue,D,No,RX,0,1,1,0
2117,Salbutamol,Sultolin,GSK,Bronchodilator,Beta-2 agonist,Small molecule,100 mcg/dose,Inhaler,Oral,Bronchospasm,Respiratory,Tremor,C,No,RX,0,0,1,0
2118,Amlodipine,Amcard,Renata,Antihypertensive,Calcium channel blocker,Small molecule,5 mg,Tablet,Oral,Angina,Cardiovascular,Headache,C,No,RX,1,1,1,0
2119,Insulin Glargine,Toujeo,Beximco,Antidiabetic,Long-acting insulin,Biologic,100 IU/ml,Injection,Subcutaneous,Diabetes,Endocrine,Hypoglycemia,C,No,RX,1,1,1,0
2120,Salbutamol,Salbu,GSK,Bronchodilator,Beta-2 agonist,Small molecule,100 mcg/dose,Inhaler,Inhalation,Bronchospasm,Respiratory,Palpitation,C,No,RX,0,0,1,0
2121,Losartan,Losatin,MSD,Antihypertensive,ARB,Small molecule,100 mg,Tablet,Oral,Heart failure,Cardiovascular,Fatigue,D,No,RX,0,1,1,0
2122,Omeprazole,Prilosec,ACI,Antacid,Proton pump inhibitor,Small molecule,40 mg,Capsule,Oral,Acid reflux,Gastrointestinal,Abdominal pain,C,No,OTC,1,0,1,0
2123,Insulin Glargine,Lantus,Sanofi,Antidiabetic,Long-acting insulin,Biologic,100 IU/ml,Injection,Subcutaneous,Type 1 diabetes,Endocrine,Weight gain,C,No,RX,1,1,1,0
2124,Azithromycin,Zimax,Incepta,Antibiotic,Macrolide,Small molecule,500 mg,Capsule,Oral,Skin infection,Infectious,Nausea,B,No,RX,0,0,1,0
2125,Amlodipine,Amdocal,Renata,Antihypertensive,Calcium channel blocker,Small molecule,10 mg,Capsule,Oral,Hypertension,Cardiovascular,Dizziness,C,No,RX,1,1,1,0
2126,Ciprofloxacin,Ciprosin,Bayer,Antibiotic,Fluoroquinolone,Small molecule,500 mg,Injection,IV,Urinary tract infection,Infectious,Diarrhea,C,No,RX,1,0,1,0
2127,Salbutamol,Sultolin,Square,Bronchodilator,Beta-2 agonist,Small molecule,2 mg,Tablet,Oral,COPD,Respiratory,Palpitation,C,No,RX,0,0,1,0
2128,Paracetamol,Tylenol,ACI,Analgesic,Para-aminophenol,Small molecule,250 mg/5ml,Capsule,IV,Fever,General,Nausea,A,No,OTC,0,1,1,0
2129,Ibuprofen,Brufen,Renata,Analgesic,NSAID,Small molecule,400 mg,Tablet,Oral,Pain,General,Gastric irritation,D,No,OTC,1,1,1,0
2130,Paracetamol,Tylenol,Beximco,Analgesic,Para-aminophenol,Small molecule,125 mg/5ml,Capsule,IV,Pain,General,Rash,A,No,OTC,0,1,1,0
2131,Metformin,Formet,Incepta,Antidiabetic,Biguanide,Small molecule,500 mg,Tablet,Oral,Diabetes,Endocrine,Abdominal pain,B,No,RX,1,1,1,0
2132,Amoxicillin + Clavulanate,Amoclav,Incepta,Antibiotic,Beta-lactam + Beta-lactamase inhibitor,Small molecule,375 mg,Syrup,Oral,Sinusitis,Infectious,Nausea,B,No,RX,0,0,2,1
2133,Lisinopril,Lisinace,Square,Antihypertensive,ACE inhibitor,Small molecule,5 mg,Tablet,Oral,Hypertension,Cardiovascular,Hyperkalemia,D,No,RX,0,1,1,0
2134,Cetirizine,Rinil,Beximco,Antihistamine,H1 antagonist,Small molecule,10 mg,Syrup,Oral,Allergic rhinitis,General,Drowsiness,B,No,OTC,0,1,1,0
2135,Metformin,Obimet,Beximco,Antidiabetic,Biguanide,Small molecule,1000 mg,Tablet,Oral,Insulin resistance,Endocrine,Nausea,B,No,RX,1,1,1,0
2136,Paracetamol,Ace,ACI,Analgesic,Para-aminophenol,Small molecule,250 mg/5ml,Tablet,IV,Pain,General,Nausea,A,No,OTC,0,1,1,0
2137,Paracetamol,Renova,ACI,Analgesic,Para-aminophenol,Small molecule,500 mg,Capsule,Oral,Fever,General,Hepatotoxicity (overdose),A,No,OTC,0,1,1,0
2138,Azithromycin,Zimax,Incepta,Antibiotic,Macrolide,Small molecule,200 mg/5ml,Tablet,Oral,Respiratory infection,Infectious,Diarrhea,B,No,RX,0,0,1,0
2139,Azithromycin,Azithrin,Pfizer,Antibiotic,Macrolide,Small molecule,200 mg/5ml,Tablet,Oral,Infection,Infectious,Nausea,B,No,RX,0,0,1,0
2140,Fluoxetine,Flutin,Renata,Antidepressant,SSRI,Small molecule,10 mg,Tablet,Oral,Panic disorder,Neurological,Nausea,C,No,RX,0,1,1,0
2141,Paracetamol,Renova,Incepta,Analgesic,Para-aminophenol,Small molecule,1000 mg,Tablet,IV,Fever,General,Rash,A,No,OTC,0,1,1,0
2142,Ibuprofen,Brufen,Square,Analgesic,NSAID,Small molecule,400 mg,Syrup,Oral,Fever,General,Headache,D,No,OTC,1,1,1,0
2143,Lisinopril,Prinivil,Renata,Antihypertensive,ACE inhibitor,Small molecule,20 mg,Tablet,Oral,Post-MI,Cardiovascular,Dry cough,D,No,RX,0,1,1,0
2144,Amoxicillin + Clavulanate,Amoclav,Square,Antibiotic,Beta-lactam + Beta-lactamase inhibitor,Small molecule,625 mg,Syrup,Oral,Respiratory infection,Infectious,Diarrhea,B,No,RX,0,0,2,1
2145,Lisinopril,Listril,Merck,Antihypertensive,ACE inhibitor,Small molecule,20 mg,Tablet,Oral,Heart failure,Cardiovascular,Dizziness,D,No,RX,0,1,1,0
2146,Ciprofloxacin,Bacquinor,Renata,Antibiotic,Fluoroquinolone,Small molecule,750 mg,Injection,IV,Urinary tract infection,Infectious,Nausea,C,No,RX,1,0,1,0
2147,Cetirizine,Zyrtec,ACI,Antihistamine,H1 antagonist,Small molecule,10 mg,Tablet,Oral,Allergic rhinitis,General,Dry mouth,B,No,OTC,0,1,1,0
2148,Cetirizine,Zyrtec,Incepta,Antihistamine,H1 antagonist,Small molecule,10 mg,Syrup,Oral,Allergic rhinitis,General,Headache,B,No,OTC,0,1,1,0
2149,Lisinopril,Lisinace,Renata,Antihypertensive,ACE inhibitor,Small molecule,20 mg,Tablet,Oral,Hypertension,Cardiovascular,Hyperkalemia,D,No,RX,0,1,1,0
2150,Amoxicillin + Clavulanate,Clavam,Square,Antibiotic,Beta-lactam + Beta-lactamase inhibitor,Small molecule,1000 mg,Tablet,Oral,Infection,Infectious,Nausea,B,No,RX,0,0,2,1
2151,Lisinopril,Listril,AstraZeneca,Antihypertensive,ACE inhibitor,Small molecule,5 mg,Tablet,Oral,Post-MI,Cardiovascular,Headache,D,No,RX,0,1,1,0
2152,Metformin,Obimet,Renata,Antidiabetic,Biguanide,Small molecule,1000 mg,Capsule,Oral,Insulin resistance,Endocrine,Nausea,B,No,RX,1,1,1,0
2153,Losartan,Losartan-MSD,Square,Antihypertensive,ARB,Small molecule,100 mg,Tablet,Oral,Hypertension,Cardiovascular,Hyperkalemia,D,No,RX,0,1,1,0
2154,Azithromycin,Zimax,ACI,Antibiotic,Macrolide,Small molecule,200 mg/5ml,Tablet,Oral,Skin infection,Infectious,Diarrhea,B,No,RX,0,0,1,0
2155,Amlodipine,Amdocal,Pfizer,Antihypertensive,Calcium channel blocker,Small molecule,2.5 mg,Tablet,Oral,Angina,Cardiovascular,Flushing,C,No,RX,1,1,1,0
2156,Ibuprofen,Brufen,Renata,Analgesic,NSAID,Small molecule,400 mg,Syrup,Oral,Pain,General,Headache,D,No,OTC,1,1,1,0
2157,Lisinopril,Zestril,Renata,Antihypertensive,ACE inhibitor,Small molecule,20 mg,Tablet,Oral,Hypertension,Cardiovascular,Dizziness,D,No,RX,0,1,1,0
2158,Lisinopril,Zestril,AstraZeneca,Antihypertensive,ACE inhibitor,Small molecule,20 mg,Tablet,Oral,Hypertension,Cardiovascular,Dizziness,D,No,RX,0,1,1,0
2159,Amlodipine,Amcard,Beximco,Antihypertensive,Calcium channel blocker,Small molecule,5 mg,Tablet,Oral,Coronary artery disease,Cardiovascular,Flushing,C,No,RX,1,1,1,0
2160,Lisinopril,Lisinace,AstraZeneca,Antihypertensive,ACE inhibitor,Small molecule,20 mg,Tablet,Oral,Heart failure,Cardiovascular,Hyperkalemia,D,No,RX,0,1,1,0
2161,Amlodipine,Amcard,Renata,Antihypertensive,Calcium channel blocker,Small molecule,2.5 mg,Capsule,Oral,Angina,Cardiovascular,Flushing,C,No,RX,1,1,1,0
2162,Salbutamol,Salbu,Square,Bronchodilator,Beta-2 agonist,Small molecule,4 mg,Tablet,Oral,Bronchospasm,Respiratory,Headache,C,No,RX,0,0,1,0
2163,Azithromycin,Zimax,Square,Antibiotic,Macrolide,Small molecule,200 mg/5ml,Tablet,Oral,Skin infection,Infectious,Abdominal pain,B,No,RX,0,0,1,0
2164,Cetirizine,Cetrizin,ACI,Antihistamine,H1 antagonist,Small molecule,10 mg,Capsule,Oral,Allergy,General,Headache,B,No,OTC,0,1,1,0
2165,Azithromycin,Azit,Square,Antibiotic,Macrolide,Small molecule,500 mg,Capsule,Oral,Infection,Infectious,Vomiting,B,No,RX,0,0,1,0
2166,Losartan,Cozaar,Square,Antihypertensive,ARB,Small molecule,100 mg,Tablet,Oral,Heart failure,Cardiovascular,Hyperkalemia,D,No,RX,0,1,1,0
2167,Fluoxetine,Flutin,Renata,Antidepressant,SSRI,Small molecule,40 mg,Tablet,Oral,Depression,Neurological,Headache,C,No,RX,0,1,1,0
2168,Ciprofloxacin,Cipro,Renata,Antibiotic,Fluoroquinolone,Small molecule,500 mg,Injection,Oral,Respiratory infection,Infectious,Dizziness,C,No,RX,1,0,1,0
2169,Insulin Glargine,Lantus,Incepta,Antidiabetic,Long-acting insulin,Biologic,300 IU/ml,Injection,Subcutaneous,Type 2 diabetes,Endocrine,Weight gain,C,No,RX,1,1,1,0
2170,Fluoxetine,Fluoxin,Eli Lilly,Antidepressant,SSRI,Small molecule,20 mg,Capsule,Oral,Depression,Neurological,Nausea,C,No,RX,0,1,1,0
2171,Azithromycin,Zithromax,Incepta,Antibiotic,Macrolide,Small molecule,250 mg,Capsule,Oral,Infection,Infectious,Vomiting,B,No,RX,0,0,1,0
2172,Amlodipine,Amdocal,Beximco,Antihypertensive,Calcium channel blocker,Small molecule,5 mg,Tablet,Oral,Coronary artery disease,Cardiovascular,Dizziness,C,No,RX,1,1,1,0
2173,Omeprazole,Seclo,AstraZeneca,Antacid,Proton pump inhibitor,Small molecule,20 mg,Tablet,IV,GERD,Gastrointestinal,Headache,C,No,OTC,1,0,1,0
2174,Atorvastatin,Atocor,Renata,Lipid-lowering,Statin,Small molecule,40 mg,Tablet,Oral,Hypercholesterolemia,Cardiovascular,Headache,X,No,RX,1,1,1,0
2175,Ciprofloxacin,Flocin,Bayer,Antibiotic,Fluoroquinolone,Small molecule,500 mg,Injection,Oral,Infection,Infectious,Dizziness,C,No,RX,1,0,1,0
2176,Salbutamol,Salbu,ACI,Bronchodilator,Beta-2 agonist,Small molecule,100 mcg/dose,Tablet,Oral,COPD,Respiratory,Palpitation,C,No,RX,0,0,1,0
2177,Azithromycin,Azit,ACI,Antibiotic,Macrolide,Small molecule,200 mg/5ml,Syrup,Oral,Skin infection,Infectious,Diarrhea,B,No,RX,0,0,1,0
2178,Losartan,Losatin,Novartis,Antihypertensive,ARB,Small molecule,50 mg,Tablet,Oral,Hypertension,Cardiovascular,Hyperkalemia,D,No,RX,0,1,1,0
2179,Omeprazole,Prilosec,Incepta,Antacid,Proton pump inhibitor,Small molecule,10 mg,Injection,IV,Peptic ulcer,Gastrointestinal,Diarrhea,C,No,OTC,1,0,1,0
